Order ;Genus;Species;Name_in_Upham;Taxonomy note;In_Upham;DNA_in_Upham;Clade_Colonization_Scenario_1;Clade_Colonization_Scenario_2;Status_Species;Additional_range_note;Extinct/Extant;Subspecies;Other_Names;Common_Name;Family;References;Extinction_References
Primates;Archaeoindris;fontoynontii;NA;NA;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;Sloth lemur;Palaeopropithecidae;"Werdelin & Sanders, 2010; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";"Crowley, 2010; Godfrey et al., 2010; Mittermeier et al. 2010"
Primates;Archaeolemur;edwardsi;Archaeolemur edwardsi;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;Monkey Lemur;Archaeolemuridae;"Burney et al., 2020; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";"Crowley, 2010; Mittermeier, 2010"
Primates;Archaeolemur;majori;Archaeolemur majori;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;NA;Archaeolemuridae;"Werdelin & Sanders, 2010; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";"Kouvari & van der Geer, 2018; Crowley, 2010; Jungers et al., 2005"
Primates;Avahi;betsileo;Avahi betsileo;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Betsileo woolly lemur;Indriidae;"Herrera, 2017; Andriantompohavana et al., 2007; Herrera & Davalos, 2016";NA
Primates;Avahi;cleesei;Avahi cleesei;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Cleese's bemaraha woolly lemur;Indriidae;"Andriantompohavana et al., 2007; Mittermeier et al., 2014; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Avahi;laniger;Avahi laniger;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Eastern woolly lemur;Indriidae;"Andriantompohavana et al., 2007;  Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Primates;Avahi;meridionalis;Avahi meridionalis;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Southern woolly lemur;Indriidae;"Herrera, 2017; Zaramody et al., 2006; Andriantompohavana et al., 2007; Herrera & Davalos, 2016";NA
Primates;Avahi;mooreorum;Avahi mooreorum;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Moore's Masoala woolly lemur ;Indriidae;"Herrera, 2017; Fenosoa et al., 2018; Sawyer et al., 2017; Lei et al., 2008";NA
Primates;Avahi;occidentalis;Avahi occidentalis;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Lorenz Von Liburnau's western woolly lemur;Indriidae;"Herrera, 2017; Andriantompohavana et al., 2007; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Avahi;peyrierasi;Avahi peyrierasi;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Peyrieras' woolly lemur;Indriidae;"Zaramody et al., 2006; Herrera, 2017; Andriantompohavana et al., 2007; Herrera & Davalos, 2016";NA
Primates;Avahi;ramanantsoavanai;Avahi ramanantsoavanai;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Ramantsoavana's southern woolly lemur;Indriidae;"Zaramody et al., 2006; Herrera, 2017; Andriantompohavana et al., 2007; Herrera & Davalos, 2016";NA
Primates;Avahi;unicolor;Avahi unicolor;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Sambirano woolly lemur;Indriidae;"Zaramody et al., 2006; Mittermeier et al., 2014; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Babakotia;radofilai;NA;NA;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;NA;Palaeopropithecidae;"Burney et al., 2020; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";"Burney et al., 2020; Nowak & Walker, 1999"
Primates;Cheirogaleus;andysabini;NA;Not in Upham et al., new species;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Montagne d'Ambre dwarf lemur;Cheirogaleidae;"Lei et al., 2015; Groves, 2016";NA
Primates;Cheirogaleus;crossleyi;Cheirogaleus crossleyi;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Cheirogaleus melanotis;Crossley's dwarf lemur;Cheirogaleidae;"Lei et al., 2014; Groves, 2016; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Cheirogaleus;grovesi;NA;Not in Upham et al., new species;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Grove's dwarf lemur;Cheirogaleidae;McLain et al., 2017;NA
Primates;Cheirogaleus;lavasoensis;Cheirogaleus lavasoensis;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Cheirogaleus crossleyi;Lavasoa dwarf lemur;Cheirogaleidae;"Lei et al., 2015; Theile et al., 2013; Lei et al., 2014; Herrera & Davalos, 2016";NA
Primates;Cheirogaleus;major;Cheirogaleus major;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Cheirogaleus ravus;Geoffroy's greater dwarf lemur;Cheirogaleidae;"Lei et al., 2014; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Primates;Cheirogaleus;medius;Cheirogaleus medius;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Cheirogaleus adipicaudatus;Western fat-tailed dwarf lemur;Cheirogaleidae;"Lei et al., 2014; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Primates;Cheirogaleus;minusculus;Cheirogaleus minusculus;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Lesser Iron-gray dwarf lemur;Cheirogaleidae;"Groeneveld et al., 2011; Lei et al., 2014; Groves, 2016; Kouvari & van der Geer, 2018";NA
Primates;Cheirogaleus;shethi;NA;Not in Upham et al., new species;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Sheth's Ankarana dwarf lemur;Cheirogaleidae;Frasier et al., 2016;NA
Primates;Cheirogaleus;sibreei;Cheirogaleus sibreei;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Sibree's dwarf lemur;Cheirogaleidae;"Lei et al., 2014; Groves, 2016; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Cheirogaleus;thomasi;NA;Not in Upham et al., new species;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Thomas' Dwarf Lemur;Cheirogaleidae;Lei et al., 2014;NA
Primates;Daubentonia;madagascariensis;Daubentonia madagascariensis;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Aye-aye;Daubentoniidae;"Mittermeier et al., 2014; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Primates;Daubentonia;robusta;NA;NA;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;Giant aye-aye;Daubentoniidae;"Mittermeier et al., 2014; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";"Burney et al., 2004; Crowley, 2010; Quinn & Wilson, 2004"
Primates;Eulemur;albifrons;Eulemur albifrons;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Eulemur fulvus albifrons;White-fronted brown lemur;Lemuridae;"Herrera, 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Eulemur;cinereiceps;Eulemur cinereiceps;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Eulemur albocollaris, Eulemur fulvus albocollaris;White-collared lemur;Lemuridae;"Herrera, 2017; Sato et al., 2016; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Eulemur;collaris;Eulemur collaris;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Eulemur fulvus collaris;Collared brown lemur;Lemuridae;"Herrera, 2017; Sato et al., 2016; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Eulemur;coronatus;Eulemur coronatus;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Crowned lemur;Lemuridae;"Mittermeier et al., 2014;  Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Primates;Eulemur;flavifrons;Eulemur flavifrons;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Eulemur macaco flavifrons;Sclater's Blue-eyed black lemur;Lemuridae;"Herrera, 2017; Herrera, 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Eulemur;fulvus;Eulemur fulvus;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Common brown lemur;Lemuridae;"Sato et al., 2016;  Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Primates;Eulemur;macaco;Eulemur macaco;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Eulemur macaco macaco;Black lemur;Lemuridae;"Sato et al., 2016; Mittermeier et al., 2014; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Eulemur;mongoz;Eulemur mongoz;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;Introduced to Comoros;Extant;NA;NA;Mongoose lemur;Lemuridae;"Sato et al., 2016;  Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Primates;Eulemur;rubriventer;Eulemur rubriventer;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Red-bellied lemur;Lemuridae;"Sato et al., 2016; Mittermeier et al., 2014; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Eulemur;rufifrons;Eulemur rufifrons;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Bennett's Red-fronted brown lemur;Lemuridae;"Herrera, 2017; Sato et al., 2016; Herrera & Davalos, 2016";NA
Primates;Eulemur;rufus;Eulemur rufus;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Eulemur fulvus rufus;Audebert's red-fronted brown lemur;Lemuridae;"Herrera, 2017; Rakotonirina et al., 2014; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Eulemur;sanfordi;Eulemur sanfordi;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Eulemur fulvus sanfordi;Sanford's brown lemur;Lemuridae;"Herrera, 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Hadropithecus;stenognathus;NA;NA;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;NA;Archaeolemuridae;"Kistler et al., 2015; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";"Burney et al., 2004; Crowley, 2010; Mittermeier, 2006"
Primates;Hapalemur;alaotrensis;Hapalemur alaotrensis;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Hapalemur griseus alaotrensis;Alaotra gentle reed lemur;Lemuridae;"Herrera, 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Hapalemur;aureus;Hapalemur aureus;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Golden bamboo lemur;Lemuridae;"Herrera, 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Hapalemur;griseus;Hapalemur griseus;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Hapalemur ranomafanensis;Eastern lesser bamboo lemur;Lemuridae;"Mittermeier et al., 2014;  Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Primates;Hapalemur;meridionalis;Hapalemur meridionalis;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Rusty-grey lesser/southern grey gentle bamboo lemur;Lemuridae;"Herrera, 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Hapalemur;occidentalis;Hapalemur occidentalis;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Sambirano lesser/western grey bamboo lemur;Lemuridae;"Herrera, 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Indri;indri;Indri indri;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Indri;Indriidae;"Mittermeier et al., 2014;  Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Primates;Lemur;catta;Lemur catta;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Ring-tailed lemur;Lemuridae;"Mittermeier et al., 2014;  Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Primates;Lepilemur;aeeclis;Lepilemur aeeclis;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Antafia red-shouldered sportive lemur;Lepilemuridae;"Andriaholinirina et al., 2006; Lei et al., 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Lepilemur;ahmansonorum;Lepilemur ahmansonorum;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Lepilemur ahmansoni;Ahmanson's sportive lemur;Lepilemuridae;"Louis Jr. et al., 2006; Herrera, 2017; Lei et al., 2017; Mittermeier et al., 2014";NA
Primates;Lepilemur;ankaranensis;Lepilemur ankaranensis;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Ankarana sportive lemur;Lepilemuridae;"Lei et al., 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Lepilemur;betsileo;Lepilemur betsileo;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Betsileo sportive lemur;Lepilemuridae;"Louis Jr. et al., 2006; Herrera, 2017; Lei et al., 2017; Mittermeier et al., 2014";NA
Primates;Lepilemur;dorsalis;Lepilemur dorsalis;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Gray-backed sportive lemur;Lepilemuridae;"Lei et al., 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016; Goodman & Jungers, 2014";NA
Primates;Lepilemur;edwardsi;Lepilemur edwardsi;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Milne-Edward's sportive lemur;Lepilemuridae;"Lei et al., 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016; Goodman & Jungers, 2014";NA
Primates;Lepilemur;fleuretae;Lepilemur fleuretae;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Fleurete's sportive lemur;Lepilemuridae;"Louis Jr. et al., 2006; Herrera, 2017; Lei et al., 2014; Mittermeier et al., 2014";NA
Primates;Lepilemur;grewcockorum;Lepilemur grewcockorum;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Lepilemur manasamody, Lepilemur grewcocki;Grewcock's sportive lemur;Lepilemuridae;"Louis Jr. et al., 2006; Lei et al., 2015; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Lepilemur;hollandorum;Lepilemur hollandorum;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Holland's sportive lemur;Lepilemuridae;"Herrera, 2017; Lei et al., 2017; Ramaromilanto et al., 2009";NA
Primates;Lepilemur;hubbardorum;Lepilemur hubbardorum;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Lepilemur hubbardi;Hubbard's sportive lemur;Lepilemuridae;"Louis Jr. et al., 2006; Lei et al., 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Lepilemur;jamesorum;Lepilemur jamesorum;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Lepilemur jamesi;James' sportive lemur;Lepilemuridae;"Louis Jr. et al., 2006; Lei et al., 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Lepilemur;leucopus;Lepilemur leucopus;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;White-footed sportive lemur;Lepilemuridae;"Lei et al., 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016; Goodman & Jungers, 2014";NA
Primates;Lepilemur;microdon;Lepilemur microdon;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Small-toothed sportive lemur;Lepilemuridae;"Lei et al., 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Lepilemur;milanoii;Lepilemur milanoii;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Daraina sportive lemur;Lepilemuridae;"Louis Jr. et al., 2006; Herrera, 2017; Lei et al., 2017; Mittermeier et al., 2014";NA
Primates;Lepilemur;mittermeieri;Lepilemur mittermeieri;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Mittermeier's sportive lemur;Lepilemuridae;"Rabarivola et al., 2006; Lei et al., 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Lepilemur;mustelinus;Lepilemur mustelinus;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Weasel sportive lemur;Lepilemuridae;"Lei et al., 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Lepilemur;otto;Lepilemur otto;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Otto's sportive lemur;Lepilemuridae;"Craul et al., 2007; Herrera, 2017; Lei et al., 2017; Herrera & Davalos, 2016";NA
Primates;Lepilemur;petteri;Lepilemur petteri;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Petter's sportive lemur;Lepilemuridae;"Louis Jr. et al., 2006; Herrera, 2017; Lei et al., 2017; Mittermeier et al., 2014";NA
Primates;Lepilemur;randrianasoloi;Lepilemur randrianasoloi;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Lepilemur randrianasoli;Randrianasolo's sportive lemur;Lepilemuridae;"Andriaholinirina et al., 2006; Lei et al., 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Lepilemur;ruficaudatus;Lepilemur ruficaudatus;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Red-tailed sportive lemur;Lepilemuridae;"Lei et al., 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016; Goodman & Jungers, 2014";NA
Primates;Lepilemur;sahamalazensis;Lepilemur sahamalazensis;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Lepilemur sahamalaza;Sahamalaza Peninsula sportive lemur;Lepilemuridae;"Andriaholinirina et al., 2006; Lei et al., 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Lepilemur;scottorum;Lepilemur scottorum;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Scott's Masoala sportive lemur;Lepilemuridae;"Herrera, 2017; Fenosoa et al., 2018; Lei et al., 2008";NA
Primates;Lepilemur;seali;Lepilemur seali;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Seal's sportive lemur;Lepilemuridae;"Louis Jr. et al., 2006; Lei et al., 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Lepilemur;septentrionalis;Lepilemur septentrionalis;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Northern sahafary sportive lemur;Lepilemuridae;"Lei et al., 2017; Mittermeier et al., 2014; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Lepilemur;tymerlachsonorum;Lepilemur tymerlachsoni;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Lepilemur tymerlachsonorum;Hawk's Nosy Be sportive lemur;Lepilemuridae;"Louis Jr. et al., 2006; Herrera, 2017; Lei et al., 2017; Mittermeier et al., 2014";NA
Primates;Lepilemur;wrightae;Lepilemur wrightae;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Lepilemur wrighti;Wright's sportive lemur;Lepilemuridae;"Louis Jr. et al., 2006; Herrera, 2017; Lei et al., 2017; Mittermeier et al., 2014";NA
Primates;Megaladapis;edwardsi;Megaladapis edwardsi;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;NA;Megaladapidae;"Kistler et al., 2015; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";"Burney et al., 2004; Crowley, 2010"
Primates;Megaladapis;grandidieri;NA;NA;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;NA;Megaladapidae;"Werdelin & Sanders, 2010; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";"Crowley, 2010; Muldoon, 2010"
Primates;Megaladapis;madagascariensis;NA;NA;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;NA;Megaladapidae;"Werdelin & Sanders, 2010; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";"Crowley, 2010; Muldoon, 2010"
Primates;Mesopropithecus;dolichobrachion;NA;NA;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;NA;Palaeopropithecidae;"Werdelin & Sanders, 2010; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";"Burney et al., 2004; Crowley, 2010; Godfrey et al., 2010"
Primates;Mesopropithecus;globiceps;NA;NA;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;NA;Palaeopropithecidae;"Rosenberger et al., 2015; Werdelin & Sanders, 2010; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";"Kouvari & van der Geer, 2018; Crowley, 2010; Burney et al., 2004"
Primates;Mesopropithecus;pithecoides;NA;NA;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extinct;NA;NA;NA;Palaeopropithecidae;"Herrera, 2017; Werdelin & Sanders, 2010; Herrera & Davalos, 2016";"Burney et al., 2004; Crowley, 2010"
Primates;Microcebus;arnholdi;Microcebus arnholdi;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Arnhold's mouse lemur;Cheirogaleidae;"Herrera, 2017; Sgarlata et al., 2019; Louis Jr. et al., 2008; Herrera & Davalos, 2016";NA
Primates;Microcebus;berthae;Microcebus berthae;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Madame Berthe's mouse lemur;Cheirogaleidae;"Rasoloarison et al., 2000; Mittermeier et al., 2014; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Microcebus;bongolavensis;Microcebus bongolavensis;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Bongolava mouse lemur;Cheirogaleidae;"Sgarlata et al., 2019; Olivieri et al., 2007; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Microcebus;boraha;NA;Not in Upham et al., new species;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Microcebus simmonsi;Boraha mouse lemur;Cheirogaleidae;"Sgarlata et al., 2019; Hotaling et al., 2016";NA
Primates;Microcebus;danfossi;Microcebus danfossi;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Microcebus danfossorum;Danfoss' mouse lemur;Cheirogaleidae;"Setash et al., 2017; Olivieri et al., 2007; Sgarlata et al., 2019; Herrera & Davalos, 2016";NA
Primates;Microcebus;ganzhorni;NA;Not in Upham et al., new species;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Ganzhorn's mouse lemur;Cheirogaleidae;"Sgarlata et al., 2019; Setash et al., 2017; Hotaling et al., 2016";NA
Primates;Microcebus;gerpi;Microcebus gerpi;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Gerp's mouse lemur;Cheirogaleidae;"Herrera, 2017; Radespiel et al., 2012; Herrera & Davalos, 2016";NA
Primates;Microcebus;griseorufus;Microcebus griseorufus;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Gray-brown mouse lemur;Cheirogaleidae;"Rasoloarison et al., 2000; Herrera & Davalos, 2016; Goodman & Jungers, 2014; Kouvari & van der Geer, 2018";NA
Primates;Microcebus;jollyae;Microcebus jollyae;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Jolly's mouse lemur;Cheirogaleidae;"Sgarlata et al., 2019; Louis Jr. et al., 2006; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Microcebus;jonahi;NA;Not in Upham et al., new species;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Jonah's mouse lemur;Cheirogaleidae;Schüßler et al., 2020;NA
Primates;Microcebus;lehilahytsara;Microcebus lehilahytsara;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Goodman's mouse lemur;Cheirogaleidae;"Herrera, 2017; Roos & Kappeler, 2006; Herrera & Davalos, 2016; Kouvari & van der Geer, 2018";NA
Primates;Microcebus;macarthurii;Microcebus macarthurii;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;MacArthur's mouse lemur;Cheirogaleidae;"Herrera, 2017; Radespiel et al., 2008; Herrera & Davalos, 2016";NA
Primates;Microcebus;mamiratra;Microcebus mamiratra;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;Microcebus lokobensis;Claire's mouse lemur;Cheirogaleidae;"Sgarlata et al., 2019; Andriantompohavana et al., 2006; Mittermeier et al., 2014; Herrera & Davalos, 2016";NA
Primates;Microcebus;manitatra;NA;Not in Upham et al., new species;No;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Bemanasy mouse lemur;Cheirogaleidae;"Sgarlata et al., 2019; Setash et al., 2017; Hotaling et al., 2016";NA
Primates;Microcebus;margotmarshae;Microcebus margotmarshae;NA;Yes;No;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Margot Marsh's mouse lemur;Cheirogaleidae;"Herrera, 2017; Louis Jr. et al., 2008; Herrera & Davalos, 2016";NA
Primates;Microcebus;marohita;Microcebus marohita;NA;Yes;Yes;Lemuroidea;Lemuroidea;Endemic;NA;Extant;NA;NA;Marohita mouse lemur;Cheirogaleidae;"Herrera, 2017; Groves, 2016; Rasoloarison et al., 2013; Herrera & Davalos, 2016";NA
